,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,release,song_hotttnesss,title,year
734127,0.0,229.66812,0.386,0.0,0,-10.409,1,220.555,120.0,4,0.70530318575,0.613729625233,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Day Parts-Romance II,,Slow Dancin' In The Living Room,0
734192,0.0,253.70077,0.0,0.0,2,-9.447,1,246.259,164.922,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,American Saturday Night,0.837382731749,Anything Like Me,2009
734532,0.0,223.00689,3.274,0.0,10,-19.592,1,201.137,160.231,4,0.644733015933,0.640380685889,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Christmas,0.516343429094,Deck The Halls,1984
734631,0.0,139.83302,0.142,0.0,7,-4.808,1,134.966,186.006,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,Insomniac,0.689591346311,No Pride (Album Version),1995
735504,0.0,228.62322,0.0,0.0,9,-8.961,0,222.203,87.281,4,0.8650215115,0.916053228284,,,,Coldplay,Brothers & Sisters,0.785044719266,Only Superstition,1999
736113,0.0,111.0722,0.0,0.0,0,-27.518,1,111.072,116.993,1,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,Live At The Apollo - Volume Two (Deluxe),,James Brown (Thanks),0
736733,0.0,344.81587,4.034,0.0,5,-9.69,1,334.095,132.093,4,0.737437395434,0.674344138853,,"Charlemagne, Quebec, Canada",,Céline Dion,The Collector's Series Volume One,0.562215592301,Us,1997
737212,0.0,321.04444,0.16,0.0,1,-6.16,0,321.044,184.24,4,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Human After All,0.693464247535,Steam Machine,2005
737267,0.0,225.90649,0.131,0.0,5,-7.054,1,216.712,117.197,4,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,We Shall Overcome  The Seeger Sessions American Land Edition,0.592054387541,Jesse James,2006
738225,0.0,176.63955,4.296,0.0,7,-6.403,0,173.035,91.733,3,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,The Big Come Up,0.743166826641,Leavin' Trunk,2002
738762,0.0,95.55546,2.136,0.0,10,-12.14,0,85.571,77.341,1,0.70747876636,0.699277460562,,,,Adam Sandler,They're All Gonna Laugh At You!,0.581493637152,The Cheerleader (Album Version),0
739713,0.0,494.73261,0.0,0.0,5,-24.016,0,483.497,37.709,4,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,Lofty's Roach Soufflé,0.270775998946,Lonely Side,0
739738,0.0,253.67465,0.0,0.0,0,-6.645,1,253.675,146.837,4,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Urban Legend,,U Don't Know Me (Explicit Screwed Version),2004
739948,0.0,249.10322,0.34,0.0,6,-10.783,0,243.055,91.16,4,0.8650215115,0.916053228284,,,,Coldplay,Parachutes,0.833246424631,We Never Change,2000
740011,0.0,265.03791,0.273,0.0,10,-15.011,1,252.865,95.407,5,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,What A Night! A Christmas Album,0.0,Please Come Home For Christmas,2008
740304,0.0,186.04363,0.7,0.0,7,-10.856,1,180.193,119.178,1,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,Come By Me,0.392008771471,Easy To Love,1999
741345,0.0,272.77016,4.551,0.0,4,-10.713,1,270.292,120.162,1,0.823688062527,0.807587096405,,"Freehold, NJ",,Bruce Springsteen,Human Touch,,Real Man,1992
741690,0.0,166.16444,0.0,0.0,2,-4.152,1,162.302,147.549,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,0.769844965101,St. Jimmy [feat. Green Day & The Cast Of American Idiot] (Album Version),0
742586,0.0,219.66322,2.426,0.0,1,-10.025,1,211.035,92.386,1,0.843526543333,0.750311503248,,"Dublin, Ireland",,U2,October,0.627785379788,I Fall Down,1981
743061,0.0,204.82567,0.218,0.0,10,-12.877,0,190.079,214.06,4,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,A Family Affair [Rare and Unreleased Tracks],,Betcha Bottom Dollar (Instrumental),0
743105,0.0,70.50404,2.519,0.0,9,-14.403,1,70.504,106.433,1,0.432839367307,0.366905852789,,,,John Frizzell,Ghost Ship,,The Freezer,2002
743410,0.0,308.47955,0.0,0.0,2,-6.537,1,300.524,134.027,4,0.8650215115,0.916053228284,,,,Coldplay,Live 2003,,One I Love (Live In Sydney),2003
743425,0.0,187.76771,0.0,0.0,9,-7.492,1,187.768,103.397,3,0.814829656133,0.735765692951,51.50632,"London, England",-0.12714,The Rolling Stones,Got Live if you want it!,,The Last Time,1965
743490,0.0,233.22077,0.111,0.0,9,-5.047,1,218.953,106.049,4,0.855245195586,0.899991594263,,,,Michael Jackson,Bad,,Another Part Of Me,1987
743651,0.0,709.01506,2.496,0.0,6,-18.99,1,699.849,133.758,4,0.522860138254,0.365247218514,,,,Ustad Nusrat Fateh Ali Khan,Jani Door Gaye Vol. 7,,Heeray Nee Ranjah Jogi Ho Gaya,0
743675,0.0,283.19302,0.0,0.0,11,-6.984,0,283.193,84.96,5,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Human After All,0.856675647915,Technologic,2005
743697,0.0,323.94404,0.421,0.0,9,-7.456,0,315.373,141.962,4,0.644238764665,0.430493598893,,,,DJ Bobo,There Is A Party,0.376169924841,There's A Paradise,1994
743817,0.0,365.03465,3.82,0.0,0,-21.654,1,349.077,140.969,4,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,Lofty's Roach Soufflé,0.270775998946,Colomby Day,0
745044,0.0,170.97098,0.148,0.0,9,-8.74,0,165.692,159.55,5,0.826163133508,0.542922559397,33.24397,"Barnwell, SC",-81.36573,James Brown,Gettin' Down To It,0.392008771471,Chicago,0
745840,0.0,253.12608,0.0,0.0,1,-5.516,0,231.683,95.014,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Live In Texas,0.614747883708,One Step Closer (Live In Texas),2003
746083,0.0,208.43057,0.344,0.0,10,-7.81,1,200.911,97.19,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Call Me Irresponsible,0.439654659707,Orange Colored Sky (Album Version),2007
746222,0.0,199.94077,0.148,0.0,2,-11.55,1,189.161,95.494,1,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Devils & Dust,0.564258739337,Silver Palomino,2005
747456,0.0,247.82322,0.37,0.0,10,-6.729,1,235.932,130.94,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Hold On,0.539872647373,Hold On [UK Radio Mix],0
747714,0.0,154.80118,0.392,0.0,5,-5.088,1,144.631,111.559,4,0.830884642148,0.776167742324,,,,Weezer,The Green Album,0.781049233747,Crab,1998
748260,0.0,247.58812,0.137,0.0,8,-3.829,1,232.722,146.984,4,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,The Original Broadway Cast Recording 'American Idiot' Featuring Green Day,,Holiday [feat. Green Day & The Cast Of American Idiot] (Album Version),0
748411,0.0,177.29261,5.869,0.0,6,-13.68,0,172.362,55.569,5,0.432839367307,0.366905852789,,,,John Frizzell,Beavis and Butt-Head Do America,,Buttkong,1996
748979,0.0,315.68934,0.0,0.0,11,-4.809,1,302.823,97.058,5,0.842673051097,0.872838920624,,"Atlanta, GA",,T.I.,Live Your Life,,No Matter What (Explicit Album Version),0
750373,0.0,160.39138,0.36,0.0,2,-6.891,1,153.768,162.276,1,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,The Essential Bruce Springsteen,0.549998637169,From Small Things (Big Things One Day Come),2003
750599,0.0,260.96281,0.0,0.0,2,-7.805,1,251.118,77.359,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,American Saturday Night,0.543509049026,No,2009
750734,0.0,160.80934,0.322,0.0,5,-16.316,1,150.727,204.589,1,0.842332789509,0.747251065679,,"Kingsland, AR",,Johnny Cash,Hey Porter!,,I Walk the Line,1956
751095,0.0,267.28444,0.287,0.0,3,-6.239,0,258.107,98.329,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Reanimation,0.546621716548,My December [Live Project Rev. 2002],2002
751467,0.0,406.30812,0.0,0.0,10,-4.185,0,395.488,126.004,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,It Had Better Be Tonight - The Remixes,0.408110883511,It Had Better Be Tonight [Meglio Stasera] [Eddie Amador's House Lovers Dub],0
751488,0.0,161.27955,2.438,0.0,7,-32.27,0,152.776,145.051,4,0.432839367307,0.366905852789,,,,John Frizzell,Whiteout : Music from The Original Motion Picture,0.392008771471,Popsicle,2009
751595,0.0,254.27546,0.12,0.0,7,-7.238,1,243.781,101.509,1,0.788748322714,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Attack & Release,,So She Won't Break,2008
751687,0.0,164.41424,3.646,0.0,6,-3.416,1,161.791,140.113,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Minutes To Midnight,0.47827699493,Bleed It Out (Album Version),2007
751700,0.0,172.09424,0.444,0.0,7,-11.048,1,166.563,94.265,4,0.871010615313,0.804830427831,,"St. Joseph, MO",,Eminem,Business,,The Conspiracy (Freestyle),2003
751855,0.0,218.93179,0.231,0.0,8,-5.404,1,208.771,83.205,7,0.644238764665,0.430493598893,,,,DJ Bobo,Pirates of Dance,0.376169924841,Hey Nanana,2005
752014,0.0,237.03465,2.577,0.0,1,-6.714,1,227.573,115.565,1,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,It's Time,0.527703314056,Feeling Good (Album Version),2005
752106,0.0,166.45179,0.212,0.0,4,-8.449,0,162.708,74.975,4,0.759912526334,0.673207274956,,Washington,,Ray Charles,Blues Express,0.345802233965,I Won't Let You Go,0
752630,0.0,261.19791,0.0,0.0,4,-4.257,0,248.227,103.01,4,0.827357260054,0.752927890401,,"Madrid, Spain",,Enrique Iglesias,Enrique,0.577949359404,Oyeme,1999
752640,0.0,304.43057,3.199,0.0,5,-8.219,1,285.611,156.032,4,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,The Rising,0.609608464566,Into The Fire,2002
752985,0.0,115.90485,2.833,0.0,10,-24.917,0,107.003,146.967,1,0.432839367307,0.366905852789,,,,John Frizzell,Ghost Ship,0.0,Go To Hell,2002
753037,0.0,127.16363,0.316,0.0,2,-12.661,1,120.988,178.629,4,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,The Greatest Hits of Johnny Cash,,If I Were a Carpender,0
753145,0.0,160.23465,2.351,0.0,5,-13.379,1,157.199,129.875,4,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,Music From The Motion Picture When Harry Met Sally...,0.667671966583,It Had To Be You (Big Band and Vocals),1989
754368,0.0,170.65751,0.0,0.0,7,-6.236,1,165.407,109.799,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Rubber Factory,0.751465106679,Aeroplane Blues,2004
755548,0.0,274.6771,6.943,0.0,2,-14.874,1,262.113,72.186,3,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,My Love Ultimate Essential Collection,0.454192988218,I Knew I Loved You,2007
756545,0.0,156.18567,0.224,0.0,4,-4.993,1,153.699,87.779,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,The Moan,0.763732265462,Heavy Soul ,2002
756659,0.0,368.40444,0.119,0.0,8,-12.508,1,365.145,71.799,5,0.70747876636,0.699277460562,,,,Adam Sandler,Shhh...Don't Tell,0.495293621292,Pibb Needs The Hot Rocks (Album Version),0
756896,0.0,190.56281,2.241,0.0,6,-6.05,0,176.286,159.372,4,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,The Essential Bruce Springsteen,0.53922150995,Viva Las Vegas,1990
757085,0.0,319.45098,4.011,0.0,4,-29.175,0,297.866,29.086,1,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,3 CD Slipcase,0.450762241641,Drifting,1990
757256,0.0,10.03057,0.0,0.0,10,-26.107,0,10.031,111.251,1,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Reanimation,,Stef (Album Version),2002
757435,0.0,173.5571,0.328,0.0,5,-9.999,0,171.183,115.9,3,0.759909540126,0.673207274956,,"Albany, GA",,Ray Charles,Pure Genius: The Complete Atlantic Recordings 1952-1960,0.457447167085,Music_ Music_ Music (Remastered LP Version),0
757491,0.0,277.28934,3.164,0.0,1,-7.701,1,269.206,108.761,4,0.843526543333,0.750311503248,,"Dublin, Ireland",,U2,City Of Blinding Lights,,The Fly,1991
757684,0.0,322.97751,0.281,0.0,5,-7.481,1,317.121,187.823,4,0.831197177107,0.776167742324,,,,Weezer,Pork And Beans,0.500206246622,Are Friends Electric,2008
757923,0.0,294.3473,0.282,0.0,8,-5.302,1,289.826,115.333,4,0.852136186667,0.780334119573,,"Los Angeles, CA",,Metallica,Load,0.752330603321,Cure,1996
758202,0.0,142.52363,0.212,0.0,4,-4.474,1,131.843,95.914,3,0.831197177107,0.776167742324,,,,Weezer,Christmas With Weezer,0.571939132887,The First Noel,2008
758463,0.0,264.202,0.073,0.0,9,-6.231,1,260.539,139.918,4,0.86652031981,0.766545450757,,,,Michael Jackson,Invincible,0.625259280055,Don't Walk Away,2001
758487,0.0,177.94567,0.112,0.0,4,-15.122,1,170.051,154.955,7,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,Falling Into You,,Fly,1996
758824,0.0,216.55465,2.003,0.0,0,-3.476,1,205.108,124.065,4,0.827357260054,0.752927890401,,"Madrid, Spain",,Enrique Iglesias,Enrique,,Rhythm Divine,1999
759431,0.0,47.64689,0.0,0.0,10,-22.674,1,43.381,126.704,1,0.8650215115,0.916053228284,,,,Coldplay,Prospekt's March EP,0.786656936386,Postcards From Far Away,2008
759656,0.0,153.73016,0.284,0.0,0,-6.938,1,146.634,131.08,4,0.705205403329,0.653512932947,41.26069,"Omaha, NE",-95.93995,Mannheim Steamroller,Christmasville,,Welcome Christmas,2008
759764,0.0,276.37506,0.0,0.0,9,-5.297,1,265.282,121.685,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,American Saturday Night,0.580927015518,The Pants,2009
760679,0.0,234.89261,0.473,0.0,0,-6.478,1,222.273,129.993,3,0.644238764665,0.430493598893,,,,DJ Bobo,Visions,0.246865094453,Like A Bird,2003
760861,0.0,285.30893,0.654,0.0,3,-6.676,0,275.36,119.374,4,0.843526543333,0.750311503248,,"Dublin, Ireland",,U2,The Best Of 1980 - 1990 / B Sides,0.628504246372,Dancing Barefoot,1989
761608,0.0,190.22322,0.171,0.0,0,-14.326,0,184.628,106.781,4,0.826163133508,0.542922559397,33.24397,"Barnwell, SC",-81.36573,James Brown,True Funk [3 CD Set],,Ain't It Funky Now,0
762191,0.0,197.642,0.189,0.0,7,-12.778,1,194.049,98.529,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Play,,Les Is More,2008
762638,0.0,274.6771,2.072,0.0,6,-10.244,1,269.758,192.604,4,0.654215192837,0.439107778089,,"Lyallpur, Pakistan",,Ustad Nusrat Fateh Ali Khan,Mighty Khan III: Greatest Remixes Vol. 94,,Heeray Ni Ranjah,0
762726,0.0,176.27383,0.308,0.0,2,-8.464,0,170.005,116.447,3,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,The Singles Vol 2,,(Can You) Feel It (Part 1),0
763252,0.0,249.23383,0.328,0.0,7,-12.594,1,239.073,121.0,4,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,Funky Man,,Bring It On,0
763490,0.0,450.19383,0.363,0.0,10,-3.483,0,441.876,151.78,4,0.852136186667,0.780334119573,,"Los Angeles, CA",,Metallica,The Unnamed Feeling,0.810717568581,Ride The Lightning,1984
764203,0.0,297.84771,0.334,0.0,0,-9.369,1,288.409,85.279,4,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Black And Blue,,Hey Negrita,1976
764902,0.0,227.91791,2.374,0.0,7,-8.168,1,213.838,81.603,4,0.826918904058,0.664676434343,,"London, England",,Queen,The Singles Collection - Volume 2,,Save Me (2009 Digital Remaster),0
764992,0.0,260.93669,0.404,0.0,1,-11.603,0,248.959,114.571,4,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Tattoo You,,Heaven,1981
765512,0.0,172.40771,0.2,0.0,1,-11.856,1,165.744,106.278,3,0.759907914118,0.673207274956,,"Albany, GA",,Ray Charles,Yes Indeed,0.47872628848,I Had A Dream,0
765722,0.0,162.55955,0.147,0.0,7,-8.793,1,157.617,116.098,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Magic Potion,0.790601036953,Your Touch,2006
765783,0.0,188.76036,0.0,0.0,9,-3.318,1,188.76,100.039,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Bleed It Out,0.636959598882,Given Up [Third Encore Session],2007
766008,0.0,122.8273,0.297,0.0,0,-11.624,1,117.301,139.89,1,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Rolled Gold +,,Yesterday's Papers,1967
766284,0.0,139.54567,1.292,0.0,8,-10.79,1,136.51,93.906,3,0.842332789509,0.747251065679,,"Kingsland, AR",,Johnny Cash,Ragged Old Flag,,While I've Got It On My Mind,1974
766300,0.0,237.322,0.142,0.0,4,-11.117,1,226.557,142.676,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Play,0.534309140294,Kim,2008
766420,0.0,277.31546,0.0,0.0,2,-7.362,1,273.345,116.137,4,0.929030287441,0.795880272107,54.31407,UK,-2.23001,Muse,Hullabaloo Soundtrack,0.77799476183,Darkshines [Live From Le Zenith],0
767477,0.0,444.99546,0.0,0.0,6,-10.351,1,439.728,133.818,3,0.654215192837,0.439107778089,,"Lyallpur, Pakistan",,Ustad Nusrat Fateh Ali Khan,Best of Shahenshah-e-Qawwalan  Part 2 Vol. 112,,Main Rowan Tenoon yaad Kar Ke (Edited),0
767704,0.0,157.57016,0.0,0.0,9,-8.068,1,154.221,202.023,1,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,1039/Smoothed Out Slappy Hours,,Don't Leave Me (Album version),0
768089,0.0,222.17098,0.206,0.0,10,-3.813,0,216.358,106.362,4,0.827357260054,0.752927890401,,"Madrid, Spain",,Enrique Iglesias,Escape,0.625048487737,I Will Survive,2001
769292,0.0,117.99465,0.0,0.0,2,-12.723,1,117.995,130.008,4,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Manual Release,,The Prime Time Of Your Life & Aerodynamic Breakdown,0
769831,0.0,164.67546,0.0,0.0,2,-11.918,1,158.726,91.145,4,0.817256939293,0.746403980181,,"Kingsland, AR",,Johnny Cash,The Greatest Hits of Johnny Cash,,Long Black Veil,1995
771275,0.0,164.54485,0.165,0.0,4,-14.062,1,161.57,151.32,4,0.691133728644,0.53105019318,,"New Orleans, LA",,Harry Connick_ Jr.,What A Night! A Christmas Album,0.215080318509,Dance Of The Sugarplum Fairies,2008
771477,0.0,165.32853,0.223,0.0,10,-16.943,1,157.6,162.144,1,0.817256939293,0.735208877747,,"Kingsland, AR",,Johnny Cash,I Walk The Line,,Give My Love To Rose,1960
771481,0.0,187.0624,0.0,0.0,2,-3.732,1,176.907,179.991,3,0.859513992879,0.812307796139,,"Berkeley, CA",,Green Day,21st Century Breakdown,0.740983867261,Christian's Inferno (Album Version),2009
771544,0.0,201.56036,0.189,0.0,9,-7.676,0,195.129,109.323,4,0.929030287441,0.750426551019,54.31407,UK,-2.23001,Muse,Sunburn,0.477428684617,Uno [Live],0
771946,0.0,228.44036,0.0,0.0,2,-15.229,1,225.338,121.664,4,0.865136020736,0.687590402495,,"London, England",,Queen,Live Magic,,Under Pressure (Live At Nepstadion),1986
772192,0.0,172.32934,0.333,0.0,1,-10.046,1,165.454,153.326,1,0.759909540126,0.673207274956,,"Albany, GA",,Ray Charles,Pure Genius: The Complete Atlantic Recordings 1952-1960,0.54800562052,Alexander's Ragtime Band   (Remastered LP Version),0
772915,0.0,252.39465,0.194,0.0,5,-11.246,1,244.071,109.311,4,0.875047712827,0.733839466218,51.50632,"London, England",-0.12714,The Rolling Stones,Goats Head Soup,,Hide Your Love,1973
773312,0.0,238.39302,0.194,0.0,9,-12.338,1,228.014,114.621,4,0.823670602715,0.838095532425,,"Freehold, NJ",,Bruce Springsteen,Darkness On The Edge Of Town / The Wild_ The Innocent And The E Street Shuffle / Greetings From Asbury Park N.J.,,Prove It All Night,1978
773353,0.0,482.61179,0.293,0.0,10,-19.807,0,472.631,67.232,5,0.70747876636,0.699277460562,,,,Adam Sandler,What The Hell Happened To Me?,0.425124658313,The Hypnotist (Album Version),1996
773691,0.0,1236.16608,0.171,0.0,6,-23.23,1,1226.037,166.34,4,0.522860138254,0.365247218514,,,,Ustad Nusrat Fateh Ali Khan,Prem Deewani vol.52,,Zee Hall Miskin,0
774175,0.0,203.96363,0.189,0.0,0,-4.517,1,200.603,108.071,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Given Up,,Valentine's Day [Live From Frankfurt Germany_ Jan 20 '08],2008
774790,0.0,211.01669,0.122,0.0,11,-6.472,0,203.831,109.09,4,0.835271500301,0.7417239014,41.08419,"Akron, OH",-81.51406,The Black Keys,Tighten Up,1.0,Tighten Up,2010
774800,0.0,123.01016,0.183,0.0,7,-6.338,1,123.01,87.464,4,0.737437395434,0.674344138853,,"Charlemagne, Quebec, Canada",,Céline Dion,D'eux - Édition 15ème Anniversaire,,J'irai où tu iras,1995
775252,0.0,200.38485,0.241,0.0,10,-7.326,0,193.19,82.006,4,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Special Delivery,0.363686043392,Mack The Knife (Album Version),2010
775352,0.0,258.14159,0.125,0.0,7,-10.117,1,253.846,130.601,1,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Tracks,0.536727032635,Bishop Danced,1998
775427,0.0,189.17832,0.0,0.0,0,-6.37,1,183.972,96.128,5,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Comin' Home Baby,0.47212111954,Comin' Home Baby [Duet With Boyz II Men] [Frank Popp Remix],0
775600,0.0,205.13914,0.0,0.0,8,-4.01,1,205.139,95.498,3,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Live In Texas,0.608052416171,Points Of Authority (Live In Texas),2003
775938,0.0,282.3571,0.0,0.0,0,-4.301,1,276.619,135.102,4,0.70747876636,0.699277460562,,,,Adam Sandler,Secret,0.474031524508,Secret (Album Version),2004
776279,0.0,412.9171,3.477,0.0,11,-4.814,1,406.483,92.162,4,0.86415131297,0.749451752877,,"Los Angeles, CA",,Metallica,Reload,,Where The Wild Things Are,1997
776759,0.0,320.86159,0.473,0.0,6,-6.454,1,316.047,127.383,4,0.902840760111,1.02125558749,,"Paris, France",,Daft Punk,Burnin',0.457447167085,Burnin' (Ian Pooley cut up mix),1997
777312,0.0,240.66567,0.137,0.0,2,-6.065,1,229.169,140.613,4,0.823688062527,0.807587096405,,"Freehold, NJ",,Bruce Springsteen,Working On A Dream,,My Lucky Day,2009
777323,0.0,327.65342,0.0,0.0,4,-4.942,1,319.791,177.9,4,0.86003324814,0.872838920624,,"Brooklyn, NY",,T.I.,Paper Trail,0.606086831305,Swagga Like Us [T.I. and Jay-Z feat. Kanye West and Lil' Wayne] (Explicit Album Version),2008
777336,0.0,196.12689,0.0,0.0,2,-4.583,1,177.534,100.003,4,0.887386080596,0.79114300239,34.05349,"Los Angeles, CA",-118.24532,Linkin Park,Meteora,0.215080318509,Breaking The Habit (Album Version),2003
777455,0.0,239.28118,0.524,0.0,7,-12.067,1,219.266,121.446,5,0.825482552139,0.792990130445,,British Columbia,,Michael Bublé,Michael Bublé,0.961584947908,White Christmas (Album Version),2003
777706,0.0,46.65424,2.113,0.0,11,-17.848,0,46.654,62.523,1,0.871010615313,0.804830427831,,"St. Joseph, MO",,Eminem,Encore,,(Curtains Up - Encore version),2004
777722,0.0,104.64608,3.042,0.0,9,-18.086,0,104.646,108.743,1,0.866000639339,0.795880272107,54.31407,UK,-2.23001,Muse,HAARP [Live From Wembley Stadium] [Audio],,Intro [Live From Wembley Stadium],0
778218,0.0,265.74322,0.0,0.0,3,-11.573,1,253.632,198.01,3,0.934935267398,0.787005468689,40.71455,"New York, New York",-74.00712,Mariah Carey,Emotions,0.646682776651,And You Don't Remember,1991
778772,0.0,115.27791,0.0,0.0,3,-8.327,1,112.953,117.951,4,0.826163100058,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,Live At The Garden: Expanded Edition,0.360370582712,The King,0
779418,0.0,234.37016,2.142,0.0,7,-10.277,1,218.477,86.14,7,0.737437395434,0.663686475969,,"Charlemagne, Quebec, Canada",,Céline Dion,Celine Dion,0.687291175814,If You Asked Me To,1992
779674,0.0,200.14975,0.351,0.0,0,-9.11,1,180.262,117.029,4,0.827411365123,0.689625248209,,"Glen Dale, WV",,Brad Paisley,Who Needs Pictures,0.62009935741,Me Neither,1999
779872,0.0,238.44526,0.0,0.0,6,-5.06,1,227.817,117.086,4,0.830884642148,0.776167742324,,,,Weezer,Pinkerton,0.801728616923,Pink Triangle,1996
779887,0.0,295.18322,0.142,0.0,0,-5.128,1,277.409,92.711,1,0.827357260054,0.752927890401,,"Madrid, Spain",,Enrique Iglesias,Quizás,0.600529070481,Mamacita,2002
779939,0.0,233.84771,0.084,0.0,10,-3.132,1,229.169,134.99,4,0.860499814059,0.725505352273,49.26044,"Hanna, Alberta, Canada",-123.11403,Nickelback,Dark Horse,,S.E.X. (Album Version),2008
779972,0.0,160.60036,0.171,0.0,7,-11.267,1,160.6,150.233,1,0.826163133508,0.545958551676,33.24397,"Barnwell, SC",-81.36573,James Brown,I'm Yours,,I Feel Good (I Got You),0
779985,0.0,272.97914,5.904,0.0,10,-8.731,0,265.485,138.336,4,0.843526543333,0.738395223865,,"Dublin, Ireland",,U2,Boy,0.629493247487,Another Time Another Place,1994
780321,0.0,223.00689,5.48,0.0,6,-18.319,1,215.673,159.158,1,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Nebraska,0.649305437647,Johnny 99,1982
780339,0.0,189.09995,0.34,0.0,2,-8.492,1,171.746,157.456,4,0.814829656133,0.776037656053,51.50632,"London, England",-0.12714,The Rolling Stones,Dirty Work,0.560889756241,Fight,1986
780381,0.0,173.322,4.528,0.0,4,-11.329,1,173.322,130.88,4,0.850789988555,0.838095532425,40.23447,"Freehold, NJ",-74.29504,Bruce Springsteen,Bruce Sprinsteen In Concert - Unplugged,0.509640965552,Red Headed Woman,1993
780626,0.0,526.2624,0.177,0.0,0,-5.78,1,506.903,86.0,5,0.825482552139,0.840963346455,,British Columbia,,Michael Bublé,Spider-Man Theme/Sway Remixes,0.337533785209,Sway [Ralphi's Dark Rhumba Dub],0
